temperature,rainfall,humidity,yeild_apples
51.00,92.00,64.00,3560.00
100.00,32.00,82.00,3570.00
82.00,21.00,40.00,2370.00
76.00,76.00,93.00,4165.00
47.00,24.00,81.00,2561.00
30.00,90.00,87.00,3579.00
94.00,36.00,22.00,2526.00
76.00,78.00,25.00,3045.00
42.00,33.00,36.00,1878.00
23.00,20.00,73.00,1969.00
81.00,88.00,58.00,3866.00
66.00,38.00,23.00,2131.00
89.00,78.00,38.00,3474.00
81.00,93.00,70.00,4160.00
20.00,20.00,39.00,1343.00
35.00,92.00,60.00,3236.00
34.00,48.00,93.00,2989.00
45.00,77.00,52.00,2990.00
34.00,76.00,40.00,2592.00
66.00,32.00,69.00,2805.00
89.00,68.00,21.00,3005.00
25.00,80.00,25.00,2265.00
81.00,60.00,98.00,4042.00
96.00,61.00,22.00,3008.00
53.00,70.00,39.00,2771.00
80.00,61.00,93.00,3959.00
74.00,100.00,26.00,3426.00
43.00,72.00,97.00,3633.00
47.00,47.00,97.00,3247.00
22.00,88.00,56.00,2888.00
100.00,29.00,35.00,2717.00
31.00,98.00,57.00,3229.00
23.00,75.00,30.00,2228.00
46.00,81.00,67.00,3333.00
24.00,39.00,75.00,2361.00
35.00,85.00,45.00,2855.00
32.00,80.00,86.00,3414.00
57.00,37.00,50.00,2428.00
28.00,38.00,98.00,2798.00
33.00,75.00,62.00,2932.00
97.00,96.00,71.00,4487.00
21.00,32.00,22.00,1286.00
69.00,21.00,48.00,2298.00
85.00,53.00,28.00,2790.00
50.00,89.00,61.00,3439.00
66.00,88.00,69.00,3813.00
62.00,72.00,41.00,2985.00
100.00,97.00,45.00,4111.00
55.00,35.00,50.00,2360.00
57.00,70.00,23.00,2563.00
36.00,92.00,32.00,2776.00
64.00,27.00,75.00,2785.00
45.00,87.00,84.00,3714.00
40.00,64.00,46.00,2574.00
72.00,87.00,20.00,3058.00
99.00,23.00,43.00,2729.00
57.00,21.00,69.00,2463.00
93.00,51.00,20.00,2746.00
80.00,43.00,73.00,3295.00
46.00,36.00,58.00,2370.00
99.00,78.00,27.00,3447.00
61.00,93.00,59.00,3653.00
87.00,43.00,26.00,2608.00
84.00,75.00,34.00,3272.00
53.00,40.00,33.00,2129.00
66.00,88.00,50.00,3490.00
31.00,85.00,83.00,3437.00
48.00,100.00,22.00,2942.00
38.00,58.00,86.00,3114.00
21.00,79.00,84.00,3186.00
52.00,46.00,36.00,2272.00
35.00,61.00,42.00,2372.00
49.00,28.00,23.00,1679.00
23.00,22.00,66.00,1886.00
35.00,36.00,76.00,2500.00
35.00,26.00,67.00,2167.00
68.00,77.00,98.00,4140.00
39.00,55.00,45.00,2379.00
69.00,34.00,76.00,3008.00
58.00,20.00,36.00,1900.00
26.00,28.00,59.00,1923.00
68.00,20.00,39.00,2111.00
31.00,95.00,33.00,2767.00
64.00,21.00,33.00,1963.00
35.00,59.00,99.00,3305.00
39.00,49.00,70.00,2696.00
65.00,23.00,71.00,2661.00
93.00,64.00,45.00,3405.00
64.00,68.00,64.00,3336.00
46.00,85.00,66.00,3388.00
40.00,99.00,21.00,2779.00
34.00,32.00,77.00,2429.00
67.00,52.00,69.00,3181.00
62.00,49.00,65.00,2979.00
20.00,98.00,55.00,3019.00
32.00,22.00,87.00,2387.00
25.00,99.00,65.00,3287.00
44.00,86.00,91.00,3799.00
51.00,63.00,54.00,2868.00
69.00,26.00,45.00,2337.00
40.00,37.00,76.00,2598.00
67.00,68.00,74.00,3554.00
92.00,69.00,37.00,3343.00
44.00,72.00,67.00,3139.00
31.00,68.00,79.00,3063.00
66.00,96.00,98.00,4450.00
46.00,96.00,51.00,3331.00
43.00,99.00,77.00,3779.00
81.00,71.00,57.00,3543.00
82.00,99.00,31.00,3621.00
29.00,74.00,54.00,2714.00
37.00,93.00,69.00,3439.00
23.00,52.00,41.00,2001.00
35.00,57.00,20.00,1926.00
72.00,74.00,83.00,3895.00
46.00,79.00,43.00,2889.00
100.00,94.00,29.00,3785.00
51.00,55.00,42.00,2520.00
33.00,86.00,59.00,3079.00
37.00,32.00,85.00,2613.00
23.00,74.00,62.00,2754.00
77.00,56.00,51.00,3107.00
28.00,55.00,49.00,2271.00
69.00,75.00,91.00,4001.00
50.00,61.00,47.00,2697.00
76.00,98.00,98.00,4646.00
71.00,35.00,33.00,2327.00
76.00,73.00,72.00,3754.00
80.00,77.00,82.00,4060.00
84.00,86.00,58.00,3878.00
50.00,34.00,98.00,3078.00
69.00,31.00,48.00,2478.00
56.00,99.00,85.00,4123.00
45.00,67.00,97.00,3575.00
37.00,82.00,65.00,3173.00
83.00,25.00,77.00,3087.00
57.00,50.00,67.00,2951.00
71.00,66.00,95.00,3939.00
64.00,27.00,86.00,2972.00
27.00,79.00,21.00,2211.00
35.00,94.00,69.00,3425.00
23.00,65.00,82.00,2932.00
51.00,50.00,28.00,2192.00
91.00,52.00,59.00,3395.00
75.00,57.00,75.00,3501.00
66.00,64.00,37.00,2837.00
58.00,48.00,71.00,2999.00
39.00,58.00,38.00,2314.00
83.00,100.00,52.00,4012.00
76.00,64.00,61.00,3405.00
37.00,42.00,65.00,2453.00
65.00,96.00,74.00,4026.00
49.00,66.00,35.00,2567.00
42.00,28.00,62.00,2230.00
71.00,81.00,53.00,3495.00
89.00,92.00,65.00,4185.00
70.00,88.00,21.00,3061.00
46.00,37.00,75.00,2677.00
49.00,32.00,94.00,2958.00
73.00,65.00,54.00,3256.00
26.00,96.00,98.00,3810.00
89.00,28.00,95.00,3543.00
47.00,52.00,75.00,2963.00
75.00,88.00,65.00,3889.00
73.00,37.00,76.00,3126.00
28.00,86.00,67.00,3135.00
75.00,65.00,91.00,3917.00
61.00,98.00,42.00,3454.00
34.00,49.00,65.00,2531.00
83.00,93.00,78.00,4328.00
58.00,49.00,49.00,2643.00
55.00,81.00,25.00,2763.00
61.00,20.00,95.00,2951.00
87.00,69.00,52.00,3518.00
39.00,67.00,94.00,3428.00
74.00,94.00,70.00,4066.00
40.00,72.00,55.00,2871.00
94.00,31.00,42.00,2776.00
47.00,79.00,55.00,3109.00
69.00,42.00,72.00,3084.00
26.00,36.00,66.00,2186.00
23.00,64.00,77.00,2829.00
82.00,53.00,69.00,3439.00
38.00,93.00,46.00,3064.00
68.00,48.00,49.00,2785.00
20.00,43.00,32.00,1638.00
21.00,53.00,22.00,1664.00
46.00,64.00,55.00,2823.00
50.00,75.00,92.00,3714.00
68.00,53.00,71.00,3249.00
50.00,54.00,74.00,3030.00
68.00,97.00,42.00,3548.00
80.00,73.00,38.00,3240.00
74.00,21.00,56.00,2514.00
61.00,48.00,25.00,2265.00
44.00,40.00,70.00,2614.00
23.00,45.00,55.00,2113.00
85.00,69.00,42.00,3316.00
56.00,87.00,75.00,3737.00
43.00,96.00,89.00,3929.00
23.00,31.00,45.00,1691.00
67.00,80.00,25.00,2937.00
72.00,28.00,60.00,2676.00
32.00,97.00,80.00,3618.00
52.00,55.00,73.00,3063.00
30.00,56.00,85.00,2933.00
48.00,49.00,34.00,2228.00
80.00,44.00,91.00,3619.00
51.00,70.00,60.00,3096.00
71.00,70.00,95.00,4011.00
48.00,95.00,26.00,2920.00
71.00,66.00,40.00,3004.00
63.00,33.00,84.00,3030.00
83.00,45.00,52.00,3022.00
94.00,64.00,85.00,4101.00
85.00,58.00,74.00,3662.00
37.00,47.00,30.00,1948.00
77.00,82.00,88.00,4204.00
92.00,65.00,59.00,3645.00
61.00,53.00,85.00,3375.00
66.00,46.00,90.00,3414.00
84.00,60.00,38.00,3070.00
53.00,60.00,82.00,3322.00
96.00,73.00,57.00,3819.00
42.00,41.00,69.00,2583.00
54.00,25.00,23.00,1705.00
46.00,21.00,89.00,2627.00
89.00,64.00,33.00,3137.00
29.00,65.00,60.00,2654.00
91.00,83.00,88.00,4446.00
49.00,68.00,41.00,2705.00
58.00,72.00,86.00,3686.00
91.00,41.00,51.00,3061.00
56.00,41.00,46.00,2416.00
78.00,97.00,44.00,3742.00
62.00,58.00,89.00,3549.00
24.00,69.00,20.00,1966.00
94.00,34.00,65.00,3221.00
44.00,52.00,81.00,3017.00
93.00,71.00,58.00,3752.00
53.00,49.00,83.00,3141.00
72.00,96.00,73.00,4121.00
67.00,78.00,74.00,3734.00
100.00,67.00,41.00,3503.00
38.00,97.00,39.00,3017.00
76.00,80.00,99.00,4339.00
91.00,73.00,45.00,3535.00
29.00,94.00,86.00,3618.00
78.00,24.00,54.00,2598.00
22.00,77.00,60.00,2758.00
20.00,88.00,63.00,2975.00
82.00,35.00,67.00,3081.00
49.00,40.00,60.00,2524.00
47.00,97.00,58.00,3484.00
63.00,44.00,61.00,2837.00
79.00,56.00,74.00,3530.00
36.00,55.00,27.00,2025.00
52.00,28.00,45.00,2101.00
97.00,37.00,80.00,3578.00
100.00,67.00,29.00,3299.00
53.00,57.00,34.00,2452.00
97.00,55.00,62.00,3596.00
90.00,28.00,62.00,2998.00
89.00,64.00,66.00,3698.00
30.00,21.00,57.00,1827.00
33.00,78.00,65.00,3037.00
96.00,69.00,66.00,3900.00
67.00,60.00,32.00,2696.00
57.00,74.00,41.00,2941.00
38.00,29.00,87.00,2609.00
64.00,69.00,84.00,3694.00
88.00,67.00,98.00,4280.00
49.00,30.00,25.00,1749.00
47.00,24.00,47.00,1983.00
51.00,33.00,81.00,2787.00
81.00,91.00,83.00,4345.00
21.00,64.00,62.00,2542.00
84.00,69.00,99.00,4269.00
79.00,30.00,40.00,2484.00
82.00,20.00,33.00,2233.00
55.00,95.00,84.00,4018.00
23.00,98.00,22.00,2506.00
72.00,77.00,48.00,3354.00
54.00,53.00,38.00,2464.00
51.00,29.00,58.00,2324.00
26.00,75.00,26.00,2208.00
45.00,50.00,39.00,2283.00
20.00,64.00,24.00,1880.00
93.00,28.00,24.00,2400.00
91.00,71.00,42.00,3448.00
41.00,46.00,95.00,3099.00
27.00,96.00,73.00,3401.00
62.00,98.00,35.00,3351.00
27.00,23.00,54.00,1764.00
24.00,86.00,71.00,3139.00
94.00,69.00,43.00,3477.00
31.00,96.00,22.00,2598.00
85.00,79.00,43.00,3513.00
82.00,72.00,74.00,3866.00
62.00,22.00,47.00,2187.00
69.00,35.00,65.00,2839.00
81.00,91.00,54.00,3852.00
76.00,27.00,63.00,2773.00
76.00,93.00,89.00,4403.00
51.00,30.00,63.00,2427.00
44.00,92.00,54.00,3278.00
58.00,69.00,94.00,3768.00
67.00,85.00,37.00,3231.00
84.00,44.00,20.00,2476.00
48.00,54.00,71.00,2947.00
67.00,64.00,97.00,3873.00
48.00,28.00,24.00,1680.00
68.00,63.00,54.00,3140.00
22.00,80.00,42.00,2506.00
58.00,94.00,47.00,3419.00
81.00,75.00,68.00,3802.00
55.00,22.00,84.00,2704.00
30.00,21.00,37.00,1487.00
85.00,58.00,90.00,3934.00
77.00,73.00,48.00,3362.00
91.00,81.00,87.00,4393.00
82.00,56.00,65.00,3425.00
58.00,63.00,66.00,3184.00
25.00,79.00,47.00,2621.00
56.00,59.00,86.00,3420.00
38.00,61.00,90.00,3236.00
91.00,61.00,48.00,3370.00
99.00,32.00,71.00,3367.00
41.00,27.00,25.00,1567.00
37.00,91.00,66.00,3352.00
98.00,69.00,99.00,4493.00
33.00,80.00,24.00,2376.00
86.00,80.00,44.00,3564.00
60.00,45.00,75.00,3045.00
84.00,39.00,83.00,3457.00
30.00,41.00,80.00,2578.00
59.00,76.00,77.00,3621.00
90.00,42.00,94.00,3794.00
33.00,87.00,29.00,2587.00
81.00,20.00,57.00,2625.00
73.00,94.00,76.00,4152.00
47.00,56.00,96.00,3392.00
25.00,62.00,45.00,2281.00
97.00,75.00,38.00,3548.00
95.00,74.00,95.00,4467.00
25.00,64.00,29.00,2045.00
78.00,39.00,20.00,2290.00
62.00,87.00,60.00,3578.00
50.00,23.00,61.00,2251.00
52.00,87.00,57.00,3367.00
69.00,64.00,94.00,3854.00
99.00,68.00,51.00,3675.00
21.00,58.00,26.00,1822.00
86.00,43.00,74.00,3408.00
58.00,36.00,73.00,2817.00
91.00,66.00,37.00,3273.00
21.00,59.00,25.00,1823.00
63.00,96.00,57.00,3705.00
40.00,20.00,72.00,2224.00
33.00,87.00,32.00,2638.00
66.00,88.00,73.00,3881.00
24.00,94.00,25.00,2501.00
97.00,78.00,20.00,3296.00
55.00,66.00,61.00,3105.00
53.00,82.00,42.00,3038.00
22.00,61.00,84.00,2878.00
40.00,59.00,22.00,2076.00
31.00,93.00,32.00,2714.00
94.00,28.00,60.00,3028.00
99.00,69.00,83.00,4237.00
21.00,47.00,45.00,1947.00
36.00,95.00,86.00,3748.00
80.00,46.00,100.00,3808.00
41.00,94.00,23.00,2739.00
26.00,97.00,48.00,2978.00
80.00,66.00,76.00,3760.00
80.00,63.00,33.00,2975.00
25.00,48.00,83.00,2675.00
61.00,47.00,93.00,3403.00
44.00,81.00,62.00,3216.00
89.00,54.00,70.00,3586.00
44.00,72.00,73.00,3241.00
58.00,71.00,31.00,2733.00
54.00,33.00,90.00,2988.00
29.00,49.00,91.00,2893.00
60.00,51.00,63.00,2949.00
30.00,20.00,71.00,2047.00
23.00,100.00,66.00,3290.00
54.00,51.00,47.00,2581.00
35.00,98.00,30.00,2834.00
44.00,37.00,24.00,1778.00
47.00,94.00,83.00,3855.00
46.00,68.00,66.00,3082.00
67.00,75.00,76.00,3714.00
58.00,63.00,92.00,3626.00
100.00,22.00,60.00,3016.00
46.00,43.00,32.00,2054.00
66.00,86.00,32.00,3148.00
22.00,62.00,99.00,3151.00
37.00,99.00,27.00,2833.00
100.00,89.00,24.00,3610.00
65.00,25.00,71.00,2697.00
100.00,57.00,47.00,3425.00
66.00,30.00,87.00,3075.00
74.00,79.00,85.00,4051.00
85.00,58.00,32.00,2948.00
21.00,28.00,76.00,2132.00
36.00,67.00,90.00,3312.00
60.00,22.00,92.00,2920.00
55.00,85.00,60.00,3430.00
74.00,45.00,82.00,3388.00
39.00,98.00,90.00,3918.00
69.00,79.00,42.00,3240.00
97.00,51.00,49.00,3303.00
97.00,61.00,87.00,4129.00
60.00,58.00,71.00,3211.00
76.00,30.00,81.00,3133.00
46.00,73.00,87.00,3529.00
50.00,96.00,73.00,3769.00
34.00,42.00,54.00,2218.00
60.00,20.00,33.00,1881.00
69.00,56.00,45.00,2877.00
53.00,50.00,35.00,2343.00
57.00,93.00,31.00,3113.00
21.00,54.00,41.00,2005.00
42.00,79.00,54.00,3012.00
42.00,27.00,89.00,2671.00
76.00,49.00,66.00,3220.00
70.00,92.00,80.00,4136.00
57.00,40.00,45.00,2397.00
25.00,46.00,62.00,2282.00
29.00,89.00,25.00,2491.00
71.00,98.00,69.00,4073.00
31.00,79.00,47.00,2717.00
56.00,74.00,48.00,3044.00
94.00,21.00,64.00,2970.00
58.00,100.00,67.00,3867.00
57.00,100.00,28.00,3188.00
48.00,72.00,20.00,2404.00
86.00,79.00,93.00,4379.00
41.00,35.00,43.00,2017.00
72.00,27.00,38.00,2284.00
95.00,41.00,34.00,2836.00
75.00,55.00,74.00,3448.00
87.00,65.00,95.00,4177.00
84.00,69.00,49.00,3419.00
88.00,57.00,20.00,2774.00
25.00,42.00,86.00,2618.00
28.00,95.00,46.00,2940.00
48.00,79.00,97.00,3839.00
40.00,25.00,21.00,1447.00
97.00,45.00,29.00,2855.00
85.00,42.00,83.00,3527.00
92.00,100.00,81.00,4649.00
72.00,78.00,99.00,4239.00
56.00,35.00,42.00,2240.00
58.00,39.00,58.00,2616.00
99.00,46.00,56.00,3364.00
28.00,82.00,22.00,2298.00
93.00,93.00,44.00,3910.00
23.00,32.00,83.00,2355.00
49.00,67.00,76.00,3282.00
27.00,63.00,93.00,3147.00
91.00,63.00,92.00,4154.00
26.00,51.00,70.00,2524.00
95.00,67.00,69.00,3899.00
78.00,42.00,25.00,2429.00
59.00,81.00,29.00,2895.00
32.00,99.00,59.00,3297.00
62.00,66.00,91.00,3727.00
47.00,21.00,36.00,1742.00
52.00,23.00,53.00,2147.00
70.00,96.00,74.00,4106.00
32.00,83.00,85.00,3451.00
65.00,54.00,95.00,3627.00
44.00,89.00,66.00,3428.00
59.00,77.00,75.00,3605.00
96.00,25.00,87.00,3465.00
24.00,86.00,33.00,2493.00
76.00,85.00,72.00,3970.00
64.00,73.00,90.00,3868.00
56.00,94.00,78.00,3914.00
28.00,89.00,98.00,3716.00
32.00,83.00,25.00,2431.00
66.00,73.00,29.00,2863.00
26.00,77.00,21.00,2159.00
36.00,86.00,35.00,2719.00
73.00,44.00,61.00,2997.00
90.00,23.00,51.00,2721.00
52.00,48.00,31.00,2223.00
54.00,34.00,49.00,2309.00
32.00,64.00,65.00,2769.00
69.00,61.00,55.00,3137.00
54.00,64.00,64.00,3104.00
20.00,82.00,91.00,3343.00
25.00,62.00,32.00,2060.00
75.00,99.00,100.00,4682.00
23.00,28.00,71.00,2079.00
41.00,58.00,91.00,3247.00
70.00,88.00,33.00,3265.00
76.00,25.00,51.00,2533.00
62.00,27.00,49.00,2311.00
97.00,30.00,28.00,2568.00
24.00,45.00,84.00,2622.00
31.00,60.00,36.00,2188.00
30.00,32.00,64.00,2144.00
36.00,72.00,51.00,2739.00
35.00,41.00,21.00,1655.00
21.00,65.00,41.00,2203.00
50.00,54.00,66.00,2894.00
85.00,65.00,69.00,3703.00
32.00,57.00,96.00,3170.00
96.00,32.00,42.00,2826.00
53.00,25.00,95.00,2913.00
23.00,88.00,52.00,2836.00
86.00,70.00,70.00,3826.00
97.00,33.00,36.00,2758.00
74.00,21.00,37.00,2191.00
56.00,69.00,65.00,3243.00
24.00,56.00,76.00,2684.00
27.00,72.00,42.00,2442.00
20.00,70.00,77.00,2889.00
51.00,63.00,47.00,2749.00
82.00,87.00,55.00,3813.00
42.00,71.00,60.00,2970.00
83.00,51.00,85.00,3691.00
68.00,54.00,26.00,2502.00
90.00,92.00,52.00,3980.00
97.00,60.00,91.00,4179.00
65.00,71.00,32.00,2862.00
98.00,64.00,65.00,3825.00
81.00,29.00,70.00,3008.00
97.00,29.00,25.00,2499.00
29.00,30.00,40.00,1684.00
30.00,83.00,54.00,2892.00
61.00,37.00,51.00,2509.00
49.00,80.00,24.00,2632.00
92.00,96.00,53.00,4101.00
30.00,45.00,97.00,2939.00
69.00,22.00,81.00,2877.00
48.00,30.00,98.00,2974.00
50.00,79.00,53.00,3123.00
60.00,98.00,61.00,3761.00
97.00,84.00,20.00,3404.00
21.00,63.00,74.00,2728.00
24.00,33.00,50.00,1828.00
54.00,99.00,80.00,4006.00
40.00,28.00,100.00,2844.00
44.00,93.00,78.00,3704.00
78.00,48.00,65.00,3217.00
26.00,65.00,98.00,3252.00
74.00,62.00,56.00,3252.00
40.00,68.00,22.00,2238.00
79.00,40.00,91.00,3531.00
68.00,52.00,93.00,3605.00
72.00,54.00,33.00,2685.00
31.00,95.00,87.00,3685.00
66.00,23.00,38.00,2116.00
57.00,36.00,84.00,2988.00
40.00,80.00,47.00,2879.00
82.00,36.00,92.00,3524.00
21.00,37.00,21.00,1359.00
65.00,24.00,27.00,1931.00
80.00,69.00,60.00,3542.00
82.00,94.00,69.00,4177.00
63.00,29.00,57.00,2499.00
61.00,82.00,48.00,3268.00
96.00,66.00,39.00,3387.00
41.00,93.00,65.00,3435.00
73.00,68.00,41.00,3089.00
43.00,98.00,23.00,2843.00
45.00,31.00,91.00,2825.00
20.00,78.00,86.00,3186.00
47.00,37.00,74.00,2676.00
95.00,28.00,44.00,2772.00
27.00,81.00,77.00,3199.00
46.00,28.00,95.00,2855.00
64.00,97.00,62.00,3824.00
56.00,52.00,75.00,3107.00
45.00,71.00,88.00,3494.00
31.00,81.00,83.00,3365.00
84.00,26.00,49.00,2645.00
87.00,76.00,20.00,3100.00
40.00,50.00,42.00,2254.00
64.00,70.00,48.00,3100.00
66.00,29.00,53.00,2479.00
28.00,37.00,59.00,2117.00
51.00,36.00,30.00,1974.00
62.00,96.00,86.00,4182.00
61.00,47.00,62.00,2876.00
69.00,66.00,53.00,3193.00
41.00,45.00,49.00,2299.00
75.00,35.00,76.00,3122.00
27.00,58.00,77.00,2785.00
35.00,33.00,20.00,1494.00
65.00,82.00,25.00,2941.00
44.00,89.00,36.00,2918.00
93.00,39.00,86.00,3652.00
21.00,87.00,40.00,2582.00
78.00,48.00,61.00,3149.00
22.00,22.00,42.00,1462.00
23.00,66.00,99.00,3239.00
97.00,41.00,52.00,3174.00
42.00,36.00,51.00,2187.00
99.00,25.00,64.00,3122.00
25.00,42.00,36.00,1768.00
82.00,20.00,47.00,2471.00
39.00,41.00,37.00,1991.00
29.00,29.00,62.00,2040.00
39.00,75.00,38.00,2620.00
43.00,79.00,94.00,3708.00
87.00,70.00,48.00,3468.00
96.00,49.00,56.00,3370.00
54.00,42.00,46.00,2402.00
52.00,64.00,25.00,2409.00
84.00,98.00,30.00,3618.00
39.00,59.00,71.00,2893.00
26.00,26.00,64.00,1972.00
95.00,24.00,43.00,2683.00
78.00,45.00,51.00,2925.00
30.00,31.00,88.00,2534.00
95.00,69.00,30.00,3272.00
33.00,85.00,58.00,3044.00
20.00,97.00,34.00,2644.00
74.00,57.00,55.00,3145.00
67.00,65.00,38.00,2888.00
36.00,80.00,78.00,3342.00
98.00,59.00,46.00,3412.00
32.00,64.00,89.00,3177.00
48.00,22.00,26.00,1606.00
44.00,20.00,37.00,1693.00
37.00,72.00,58.00,2874.00
26.00,75.00,55.00,2701.00
23.00,72.00,49.00,2497.00
82.00,46.00,59.00,3143.00
48.00,42.00,48.00,2340.00
52.00,78.00,27.00,2695.00
49.00,73.00,36.00,2710.00
82.00,32.00,42.00,2602.00
77.00,77.00,89.00,4131.00
62.00,21.00,54.00,2288.00
70.00,47.00,75.00,3241.00
81.00,43.00,79.00,3413.00
54.00,71.00,32.00,2686.00
63.00,34.00,38.00,2266.00
22.00,59.00,74.00,2672.00
47.00,93.00,26.00,2868.00
45.00,37.00,93.00,2967.00
44.00,22.00,58.00,2086.00
79.00,35.00,58.00,2880.00
57.00,45.00,54.00,2640.00
45.00,99.00,47.00,3301.00
60.00,90.00,31.00,3107.00
20.00,62.00,47.00,2235.00
63.00,26.00,61.00,2513.00
50.00,28.00,70.00,2494.00
44.00,76.00,98.00,3738.00
20.00,81.00,31.00,2305.00
84.00,83.00,59.00,3841.00
63.00,94.00,37.00,3329.00
45.00,76.00,86.00,3550.00
48.00,47.00,63.00,2685.00
22.00,40.00,30.00,1582.00
91.00,71.00,57.00,3703.00
65.00,77.00,49.00,3259.00
23.00,69.00,87.00,3089.00
72.00,65.00,33.00,2883.00
28.00,44.00,82.00,2634.00
53.00,38.00,92.00,3096.00
46.00,74.00,69.00,3241.00
40.00,25.00,67.00,2229.00
33.00,48.00,55.00,2327.00
84.00,21.00,60.00,2742.00
68.00,46.00,68.00,3072.00
31.00,92.00,32.00,2696.00
84.00,48.00,79.00,3551.00
67.00,41.00,49.00,2643.00
90.00,37.00,39.00,2769.00
88.00,45.00,41.00,2915.00
67.00,47.00,55.00,2853.00
90.00,84.00,68.00,4108.00
66.00,28.00,45.00,2325.00
59.00,65.00,64.00,3202.00
21.00,28.00,32.00,1384.00
24.00,25.00,51.00,1701.00
86.00,26.00,84.00,3272.00
94.00,21.00,34.00,2460.00
51.00,40.00,37.00,2165.00
98.00,34.00,61.00,3217.00
23.00,26.00,88.00,2332.00
92.00,39.00,24.00,2582.00
37.00,36.00,79.00,2583.00
36.00,31.00,23.00,1525.00
62.00,80.00,79.00,3775.00
43.00,25.00,73.00,2379.00
65.00,36.00,67.00,2827.00
67.00,88.00,93.00,4237.00
93.00,57.00,36.00,3126.00
99.00,95.00,84.00,4722.00
52.00,87.00,56.00,3350.00
73.00,35.00,90.00,3328.00
33.00,87.00,47.00,2893.00
40.00,80.00,59.00,3083.00
62.00,59.00,68.00,3210.00
40.00,71.00,28.00,2394.00
90.00,39.00,92.00,3706.00
31.00,43.00,45.00,2035.00
79.00,23.00,74.00,2936.00
44.00,69.00,76.00,3238.00
20.00,60.00,20.00,1740.00
29.00,40.00,26.00,1626.00
85.00,97.00,99.00,4789.00
90.00,25.00,26.00,2332.00
51.00,71.00,41.00,2791.00
94.00,35.00,87.00,3613.00
86.00,99.00,78.00,4484.00
49.00,37.00,94.00,3048.00
72.00,40.00,56.00,2824.00
74.00,97.00,82.00,4324.00
35.00,73.00,22.00,2248.00
40.00,81.00,66.00,3220.00
39.00,66.00,36.00,2424.00
74.00,73.00,100.00,4198.00
62.00,40.00,87.00,3191.00
89.00,20.00,83.00,3195.00
29.00,83.00,58.00,2944.00
98.00,22.00,24.00,2372.00
96.00,80.00,63.00,4047.00
46.00,74.00,58.00,3054.00
40.00,97.00,77.00,3695.00
89.00,49.00,100.00,4006.00
20.00,52.00,50.00,2106.00
83.00,57.00,42.00,3068.00
30.00,29.00,54.00,1920.00
34.00,57.00,92.00,3134.00
44.00,87.00,52.00,3154.00
27.00,33.00,64.00,2114.00
78.00,54.00,66.00,3342.00
71.00,92.00,78.00,4118.00
60.00,54.00,69.00,3105.00
58.00,68.00,31.00,2679.00
30.00,30.00,23.00,1411.00
43.00,34.00,46.00,2082.00
50.00,71.00,90.00,3608.00
58.00,51.00,67.00,2985.00
75.00,78.00,94.00,4202.00
41.00,91.00,40.00,2974.00
20.00,39.00,64.00,2110.00
98.00,45.00,33.00,2939.00
43.00,24.00,97.00,2769.00
88.00,32.00,33.00,2545.00
46.00,29.00,34.00,1836.00
85.00,83.00,77.00,4163.00
21.00,60.00,95.00,3031.00
45.00,64.00,30.00,2382.00
76.00,40.00,24.00,2344.00
70.00,63.00,58.00,3240.00
34.00,78.00,64.00,3036.00
66.00,60.00,81.00,3513.00
31.00,81.00,85.00,3399.00
58.00,55.00,61.00,2955.00
40.00,71.00,100.00,3618.00
30.00,23.00,97.00,2543.00
26.00,86.00,36.00,2576.00
95.00,51.00,70.00,3628.00
97.00,56.00,78.00,3886.00
27.00,28.00,29.00,1429.00
89.00,99.00,31.00,3733.00
74.00,81.00,43.00,3373.00
27.00,33.00,56.00,1978.00
46.00,50.00,33.00,2197.00
53.00,24.00,25.00,1705.00
54.00,96.00,37.00,3221.00
34.00,20.00,55.00,1839.00
33.00,38.00,54.00,2130.00
47.00,100.00,51.00,3419.00
42.00,41.00,72.00,2634.00
80.00,59.00,96.00,3974.00
37.00,34.00,100.00,2904.00
42.00,59.00,71.00,2941.00
39.00,25.00,45.00,1839.00
56.00,65.00,24.00,2474.00
21.00,87.00,84.00,3330.00
30.00,56.00,95.00,3103.00
84.00,52.00,53.00,3181.00
34.00,21.00,79.00,2265.00
65.00,25.00,99.00,3173.00
42.00,76.00,84.00,3468.00
55.00,97.00,83.00,4037.00
58.00,81.00,50.00,3236.00
83.00,75.00,22.00,3052.00
24.00,37.00,77.00,2359.00
31.00,42.00,98.00,2918.00
67.00,49.00,94.00,3552.00
97.00,42.00,89.00,3821.00
25.00,49.00,47.00,2081.00
26.00,76.00,77.00,3093.00
90.00,80.00,67.00,4019.00
88.00,100.00,42.00,3922.00
75.00,57.00,64.00,3314.00
80.00,70.00,38.00,3186.00
40.00,40.00,90.00,2890.00
95.00,80.00,35.00,3555.00
98.00,73.00,63.00,3953.00
52.00,70.00,63.00,3163.00
49.00,78.00,38.00,2834.00
34.00,42.00,54.00,2218.00
22.00,63.00,52.00,2370.00
86.00,45.00,34.00,2764.00
55.00,90.00,24.00,2908.00
59.00,27.00,99.00,3113.00
80.00,88.00,90.00,4394.00
51.00,93.00,60.00,3510.00
69.00,42.00,32.00,2404.00
59.00,74.00,38.00,2922.00
84.00,92.00,46.00,3782.00
49.00,65.00,84.00,3382.00
30.00,77.00,62.00,2920.00
94.00,28.00,53.00,2909.00
76.00,45.00,87.00,3505.00
100.00,49.00,42.00,3196.00
26.00,70.00,35.00,2271.00
